img_name,label
000001_0d.png,1
000001_1d.png,1
000003_0s.png,0
000004_0d.png,1
000004_1d.png,1
000006_0d.png,1
000006_1d.png,1
000006_2d.png,1
000006_3d.png,1
000007_0s.png,0
000007_1s.png,0
000007_2s.png,0
000008_0s.png,0
000008_1s.png,0
000008_2s.png,0
000008_3s.png,0
000008_4s.png,0
000008_5s.png,0
000009_0s.png,0
000009_1s.png,0
000009_2s.png,0
000010_0s.png,0
000010_1s.png,0
000010_2s.png,0
000010_3s.png,0
000010_4s.png,0
000010_5s.png,0
000010_6s.png,0
000010_7s.png,0
000011_0s.png,0
000011_1s.png,0
000012_0s.png,0
000012_1s.png,0
000013_0s.png,0
000014_0s.png,0
000015_0s.png,0
000016_0s.png,0
000016_1s.png,0
000016_2s.png,0
000016_3s.png,0
000016_4s.png,0
000017_0s.png,0
000018_0s.png,0
000018_1s.png,0
000019_0s.png,0
000019_1s.png,0
000019_2s.png,0
000019_3s.png,0
000020_0s.png,0
000021_0s.png,0
000021_1s.png,0
000021_2s.png,0
000021_3s.png,0
000021_4s.png,0
000021_5s.png,0
000021_6s.png,0
000022_0s.png,0
000022_1s.png,0
000023_0d.png,1
000023_1d.png,1
000024_0d.png,1
000024_1d.png,1
000024_2d.png,1
000025_0s.png,0
000025_1s.png,0
000025_2s.png,0
000025_3s.png,0
000025_4s.png,0
000026_0s.png,0
000026_1s.png,0
000027_0d.png,1
000027_1d.png,1
000029_0s.png,0
000030_0s.png,0
000031_0s.png,0
000031_1s.png,0
000031_2s.png,0
000031_3s.png,0
000031_4s.png,0
000031_5s.png,0
000032_0s.png,0
000032_1s.png,0
000032_2s.png,0
000032_3s.png,0
000032_4s.png,0
000032_5s.png,0
000032_6s.png,0
000032_7s.png,0
000032_8s.png,0
000032_9s.png,0
000033_0d.png,1
000033_1d.png,1
000034_0s.png,0
000034_1s.png,0
000035_0d.png,1
000035_1d.png,1
000035_2d.png,1
000039_0s.png,0
000039_1s.png,0
000039_2s.png,0
000039_3s.png,0
000039_4s.png,0
000039_5s.png,0
000041_0s.png,0
000042_0d.png,1
000044_0s.png,0
000044_1s.png,0
000045_0s.png,0
000045_1s.png,0
000045_2s.png,0
000045_3s.png,0
000045_4s.png,0
000045_5s.png,0
000047_0d.png,1
000047_1d.png,1
000047_2d.png,1
000047_3d.png,1
000047_4d.png,1
000047_5d.png,1
000047_6d.png,1
000047_7d.png,1
000047_8d.png,1
000049_0s.png,0
000049_10s.png,0
000049_11s.png,0
000049_12s.png,0
000049_13s.png,0
000049_14s.png,0
000049_15s.png,0
000049_1s.png,0
000049_2s.png,0
000049_3s.png,0
000049_4s.png,0
000049_5s.png,0
000049_6s.png,0
000049_7s.png,0
000049_8s.png,0
000049_9s.png,0
000050_0s.png,0
000050_1s.png,0
000050_2s.png,0
000050_3s.png,0
000050_4s.png,0
000051_0s.png,0
000052_0s.png,0
000052_1s.png,0
000052_2s.png,0
000052_3s.png,0
000052_4s.png,0
000052_5s.png,0
000053_0s.png,0
000053_1s.png,0
000053_2s.png,0
000053_3s.png,0
000053_4s.png,0
000053_5s.png,0
000053_6s.png,0
000055_0s.png,0
000055_1s.png,0
000055_2s.png,0
000055_3s.png,0
000055_4s.png,0
000056_0s.png,0
000057_0s.png,0
000057_1s.png,0
000057_2s.png,0
000059_0d.png,1
000059_1d.png,1
000059_2d.png,1
000059_3d.png,1
000059_4d.png,1
000061_0s.png,0
000061_1s.png,0
000061_2s.png,0
000061_3s.png,0
000061_4s.png,0
000062_0s.png,0
000062_1s.png,0
000062_2s.png,0
000062_3s.png,0
000063_0s.png,0
000063_1s.png,0
000063_2s.png,0
000064_0s.png,0
000064_1s.png,0
000064_2s.png,0
000064_3s.png,0
000066_0s.png,0
000066_1s.png,0
000067_0s.png,0
000067_1s.png,0
000067_2s.png,0
000067_3s.png,0
000067_4s.png,0
000067_5s.png,0
000068_0s.png,0
000068_1s.png,0
000068_2s.png,0
000068_3s.png,0
000068_4s.png,0
000068_5s.png,0
000068_6s.png,0
000068_7s.png,0
